id,document,label
10172662,뭐가 긴장감 넘친다는 건지 답답하고 지루함의 연속,부정
8853523,말도안되는영웅주의..전문교육도없는회사원이갑짜기?해병대라서.,부정
9355421,영화초반 CG나오는거보고 껏다는 사람의 말에 공감. 이런건 정말 개봉하지 말아야할 3류영화다. 투모로우 영화생각하고 봤다가 눈버림.,부정
9982042,소이현 보고 다운 로드 받았는데...웬걸...ㅠㅠ,부정
10014253,내 생애 가장 최악의 영화 이딴 개같은 영화 보지마셔요,부정
7074386,"2편까지는 진짜 잼있다. 근데 3편은 쓰레기. 진짜 재미없고, 억지 설정에 황당함",부정
9566796,디즈니 노래는 어쩜이리 다 좋은지,긍정
64133,제가 여지껏 여명 영화중에 그래도 가장 코믹성이 많은 작품이라 생각해요,부정
325319,야구팬이라면 꼭 보아야 할 영화~,긍정
160789,액션... 넘 재미있습니다..,부정
6986888,케이블에서 그만 좀 재탕해라.,부정
6012732,갑자기 왜 막판에 트렁크에 들어가서 뻘짓이지 -_- 왜지... 왜???,부정
4836920,"병맛 나도 킥킥거리며 보는 영화가 있는데, 이건 그냥 병맛만 난다.",부정
7231931,정말 재밌어요 ^^ 앞으로도 좋은 작품 부탁드려요~~.,긍정
5863217,아나 1점주는놈들 진짜 불끄고 해드셋끼고 보쑈ㅋ 쫄면 10점?그러므로 난 10점 ㅋ,긍정
8461173,픽사의 명작. 절대 질리지 않는다.,긍정
8339204,이게왜 6.61이지?.... 나에겐 최고의 영화!,긍정
7785246,영혼이 뒤바뀌는 이야기네요시크릿가든이후로 짱짱맨,긍정
10266323,끝이 조금 허무했어도 이게 진짜 재미 없었다고?,긍정
8187748,연기도 연기지만 뭐 이건 대본도 효과도 동네 애들 수준..주인공 여자 둘은 뭐 바보도 아니고 도망가다 말고 싸우고 갑자기 끌어 안고 여유 넘치네요...살기 싫은듯...,부정
2166779,반전이 쇼킹해야되는데 이건 뭐 억지스럽다 황당할 뿐이다.,부정
7923332,평점 맞추러 왔습니다,부정
4478883,야이OOㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개안무서워진짜 죽이고싶다,부정
10114219,이런 명작을 놓치고있었네....강지환이 저때는 괜찮았는데 요즘은 왜 어리버리한건지..ㅡㅡ,긍정
7899339,보고 토할것 같은작품. 이감독이만든 영화는 보지안겠다고 맹세합니다,부정
7291250,이래서 소지섭 소지섭하는듯 연기너무잘한다,긍정
10044584,웃김.ㅋㅋㅋ 패러디도 많고..스폰지밥은 첨 보지만,긍정
7108523,"홍콩의 영유권 반환 시점인 세기 말 삶의 극단적인 허무주의에 기인한 사회적 반작용, 즉 이성과의 관계, 이해하기 어려운 반항, 폭력 등 왕기위 감독의 대표작.. 영화 비트를 시작으로 대다수 한국 감독 들은 현재까지도 어줍잖게 배끼기에 여념 없음",긍정
3094484,아 좋다 허우샤오시엔도 줄리엣비노쉬도,긍정
7838403,강호동 예능역사상 최악의 프로그램! 아니 면 강호동의 예능감이 바닥이던가.. 하여간 맨친은 그냥 최악의 프로그램! 무능한sbs,부정
1731606,"최근 본 영화중에 가장 좋았다.내용은 약간 뻔하지만,연출 등에 점수를 주고 싶음",긍정
6643054,킬링타임용. 아.. 근데 난 킬링타임이라는거 자체가 내 인생에서 너무 아깝네요.. ㅠ킬링타임용 영화가 많긴 하지만.. 이 영화는 참...전 그냥 트레이시 몸매나 감상하고 있었습니다 ㅡㅡㅋ,부정
5540028,의상 요정 짱 불쌍해,긍정
9824843,너무 뻔한 스토리라 재미없을거 같았는데 장국영때문에 봤던 영화..하지만 90년대 로코영화라고 믿겨지지가 않는 훌륭한작품..너무 재밌게 봤다^^,긍정
8912390,풍자와 뮤지컬의 절묘한 조합,긍정
6160701,로버트 드니로를 더욱 더 좋아하게 된 영화...,긍정
8275837,덴젤 워싱턴 이름값 못한 영화,부정
6797915,B TV 프리미어에 포함되어 보게 됐는데...돈은 직접 낸거 아니니까 상괸 없지만시간 아까워 죽을뻔했네..아 영화평 잘 안쓰는데..ㅜㅜ너무 충격적이라서...,부정
9909660,"정말 정말 좋았다. 소설이 원작인지 모르고 접한 영화였는데, 나로썬 정말 재밌었다",긍정
7136838,앤의 옛날성우가 그리웠다.. 조금만 더 차분한 목소리였으면 ㅠ,부정
1811561,"한편의 동화같으면서도, 동화보다 더한 감동을 주는 영화",긍정
9465210,에네스 그만 취재하세요 집에 한밤중에가서 아기 놀래서 우는데 더 심하게 두드리고. . 아기 키우는 엄마입장에서 얼마나 무서웠을지 기자님들은 양심을가지고 취재하시기바랍니다. 사생활 침해 너무심하시네요.,부정
8208934,화려한이면뒤의 처절함을 볼수 있어서ㅜ좋앗어욧,긍정
673522,급박한 상황전개와 어이없는 심오함.,부정
6021554,"엔디가르시아의 진정성(그의 출신을 안다면 공감)과 그 음악...아,쿠바~~ 하바나를 꿈꾸며^^",긍정
8825650,킬링타임도안되는영화,부정
7239459,정말 재미가 하나도 없다,부정
8679112,오랜만에 재미있네 ㅎㅎ,긍정
281137,버려라 에잇 ㅡㅡ;; 배우만 일류급이지... 재미 없었다..,부정
9422365,Sf 의 전설....벌써 삼OO이 넘었다니...,긍정
8011231,짱이네요 공포영화다운,긍정
9973546,하지원은 이런 영화를 왜 찍은걸까? 빚이있나,부정
6095264,못생긴 두 사람의 살벌한 사랑,긍정
9177641,"스테로이드로 시작한 영화는 곧 미국인들의 바디이미지에 대한 집착, 건강보조제와 약물복용에 대한 주제, 그리고 3형제의 각자 인생에 대한 관점까지를 부드럽게 포괄한다. 다큐멘터리임에도 불구하고 무척 재밌었다. 성급하게 결론을 내지 않는 점도 마음에 든다",긍정
2814337,김하늘의 조용하지만 강인한 데뷔!!,긍정
8992874,진심 와..이거 볼려고 친구랑 약속까지 했는데...상영관도 없고 이게 뭐하는 짓?,부정
3240611,나도 샘레이미 영화 좋아하지만 이건 욕나온다,부정
8044772,최악..전쟁의 역사에 관해서는 좋은 전개였으나 내용은 없고 연기력만 돋보이며 그냥 징그러운 영화ㅠㅠㅠ,부정
8383751,놀라고 웃고 아련하고 볼만하다,긍정
6670313,내용 진짜 뻔한데 볼만함,긍정
1147416,희망........,긍정
5231248,아나 이게 영화냐? 그냥 다큐멘터리지.,부정
2317349,지금보면...뭐..,부정
4943812,부러울수도두려울수도애써외면할수도......,긍정
2731455,감독의 어설픈 연출때문에 영화도 드라마도 아닌 애매한게 되버렸다.,부정
4995964,지금봐도 유치하지 않을 한국영화^^,긍정
8870489,"ㅋㅋㅋ 아무리 구라를 치는 영화라지만, 이건 머 밑도 끝도 없음,, 그럴만한 상황설정도 없이 다짜고짜 결혼하겠다고 난리,, 이 무슨 개판인가",부정
8682805,사이코영화인듯. 평범한정서를가진사람이보면 짜증만나는. 처음으로1점주는영화.,부정
3963849,진심돈아까움옛날에봤던건데평은좋네요;언젠간재밌겠지하다가끝-_-,부정
7977442,"기술의 한계, 연기의 한계, 시나리오의 한계",부정
9151279,연기/스토리/주인공(여자빼고) 전부 3류급~읅어먹기식영화 너무식상함 그 자체,부정
9525610,2.22만드는 이유는 알겟는데 이 영화 제미는 있나요? 보지를 않아서... 일단 저도 동참 합니다,부정
3119546,"배우들도 시나리오 보고 출연할텐데, 이해가 안간다...",부정
8059743,"경치와 주변동네 너무 좋았다. 촬영지가 어디인지 궁금함아직 그 풍경이, 시냇가, 들판, 산야.. 남아있을까.... 50년전인데...주요배역중 거의다 고인인데 최은희,구봉서씨는 생존중. 여든이 넘으셨을거고...",긍정
8521936,모두를 위한 영화는 아니다. 보기 불편한 영화지만 충분한 가치가 있다. 이은주의 유작이 이 정도 평점의 졸작은 아니다. 가치는 아는 사람에게만 보이는 법.,긍정
374828,패밀리1보단 훨났네,부정
4841314,그다지 색다른건없는 평범했던 작품 ~~~~~~~,부정
8978257,"말이 필요없는 걸작 ,,,지금봐도 역시 걸작!!",긍정
9348355,"어설픈, 헛점 투성이의 스토리를 빛나는 연기로 포장한다. 아... 이정진씨 발연기는 제외",부정
5156979,"왠만해선평점같은거안올리는데,이건뭐쓰레기,음악,춤,배우가아주오감을썩게만든다.휴",부정
7925846,억지로 웃음 코드를 넣으려고 했다기보다는 엉뚱하고 골 때려서 더 귀엽다. 유쾌한 영화.,긍정
10110147,아....피아노배틀...예술임,긍정
1512389,극장에서 보다가 나와버린 3번째 영화.. OOO..,부정
8546152,와!!!! 오늘 막판에 수임이아버지 대박 ㅋ 사기꾼잡음ㅋ 들임이누나 평생사랑해욤 ㅎㅎ,긍정
4643740,무슨 삼류영화에 연기력 바닥인 사람들 엄청나옴 ㅋㅋ총싸우는거 보면 정말 코메디,부정
9569992,최악이다 영화보다가 잠오긴첨임 지루해둑을뻔,부정
5934609,가슴이 짠한 영화...,긍정
10065917,내인생최고의 SF영화 에이리언2 그리고 터미네이터2,긍정
7306612,흐름'만' 빠른 몰입도 0% 허접쓰레기영화. 필름낭비 제대로 하셨네. 공포영화라고 무조건 죽고 죽이는 게 능사가 아니다,부정
8336021,"참 사랑하면서 산다는 것이 너무 행복하군요,^^*",긍정
6386672,"시장의 효율성, 인간의 합리성? 다 헛소리. 진실은 여기에.",긍정
9094732,돈내고 보긴 아까운 머 그런거지,부정
8837346,나름 괜춘한데 뭐 이정도면~,긍정
8508764,후세와 사랑하게된 결정적 계기 그시간이 표현되지 않았으며 시람의 생명을 빼앗아야만하는이유등을 시노가 출현하는 연극으 로 더 알려주었으면 하는 생각이든다. 또한 시노가 얼마나 본능을절제히면서 시랑을 하려고 노력하는지를 더 보여줬다면 좋았을뻔했다,부정
120795,아.. 이거 열나 잼있게 본.. ㅋ,긍정
1179095,이런 겉멋들린 영화는 사절이다..,부정
3265660,로맨틱코미디의 강점인 사랑스러움을 찻아볼 수가 없다!,부정
3012940,그래도 이정도면 재밌는거다.,긍정
6687401,아이오 유우와 아야세 하루카 같은 쓰레기 우익년들 영화는 안 보는게 제 맛....,부정
5591567,봐도봐도. 볼때마다 새롭고 집중해서 보게됨. 희얀한 드라마임,긍정
4197662,아카니시진 완전사랑함♥,긍정
6310569,'도전'은 아름답다. 또한 '실패는 성공의 어머니' . 꼭 성공하세요.,부정
6255993,이거 시험기간때 본영화 공부안한 보람이잇는영화다,긍정
6066001,우연히 보게됐는데... 두번 봤다. 서로에게 스며들듯 사랑에 빠진다... 부럽다,긍정
4162899,드니로의 연기는 진짜 최고다... 흥미로운영하..,긍정
8657501,꼭보고싶었던건데잼싸요,긍정
4754817,3D아니었음정말 첨부터 끝까지잤을것...거의 반이상 잠..완전 지루함.스토리가 없슴.,부정
6205817,충분히 감동적이었고 다니엘헤니에 연기는 좋다,긍정
1685720,헐.. 이게 모의고사 듣기평가에 나오다니.....,긍정
587488,",,,,,,,처음과 끝이 너무 다르다,,,무슨말을 하고 싶은건지- -;",부정
2144241,마크월버그 완전 빠졌음 ㅋㅋㅋ 재밌다,긍정
6752063,소라아오이가나오면 어?이영화 야한장면(배드씬)은 언재나오지?계속 기다리게된다,부정
4254132,너무나 스타일이 좋은 영화다,긍정
6752689,깊지 않은 여배우들의 고뇌,부정
8788738,드라마 사랑과전쟁이 훨 낫겠다..연기력은 둘째치고 스토리전개나 이건...정말 한숨만 나오는구나,부정
9666610,형식상의 새로움과 자극적인 소재로 무장해 별 볼일없는 서사까지도 높게 평가를 받는것같다.,부정
3027023,성냥 한손가락으로 세워서 담배피는장면 보고 울친구들 전부 다따라했다.,긍정
5331283,노랑머리. 그 당시 참으로 답답하고 어설펐던 액션.,부정
9590547,너무산만한것같다처음엔막빠져들다가뜬금없는혈연관계...끝으로갈수록...알수가없는...음...진짜기대이하....ㅠ,부정
9319566,다 차려놓은밥상 주인공이 엎어버린 영화. 아무생각없이 보면 재밌다. 그러나 주인공이 여친하나때문에 지 친구도버리고 멍청한 짓거리 하는거 보고 '그냥 같이 죽어라'라고 생각하게 된 영화는 이 영화가 처음.,부정
5840772,블레이드는 정말 좋아하지만 3편 넘 하는군 스토리 개 막장이다 눈물난다ㅜ,부정
4422813,"재미와 의미, 두마리 토끼를 다 잡은 영화!! 완전 잼따!",긍정
9985893,1점도 주기도 정말 아깝다,부정
9604898,귀여운올리.아이가무척좋아했어요,긍정
6616509,"잘만들긴했지만 채시라때문에 왕과비와 비교될수밖에 없고, 연기수준이나 재미면에서도 떨어지는 것이 사실. 왜 같은 소재를, 같은 배우를 쓰는지 이해가 안감.",부정
6303204,보면볼수록빠져드는영화!!스피드good,긍정
5411118,잘 봤습니다. 안중근의사님 감사합니다.,긍정
5902427,어릴적 이거 극장에서 봣는데 벌써 20년이 지낫네,긍정
10180432,무섭지는 않고 어이없는 영화,부정
3734236,타겟잘못 잡아서 복수하는 내용 히키코모리하고 전혀 무관한 영화,부정
271378,사람목긋는장면만안나왔으면 멋진영화,부정
7233960,"호빵맨이 호빵 뜯어먹는 소리 하고 있는 애니메이션, 우주인도 호빵먹으면 힘나는구나? 호빵도 일본꺼지? 호빵을 세계화 시킬려고 노력하는 일본의 제국주의 애니메이션 호빵맨의 얼굴은 우국승천기를 나타내고, 딸랑이랑 세균맨을 통해 일본 이미지 미화하는 애니",부정
6043705,맘마미아 같은 영화를 생각해서였나? 전 좀 별로네여..,부정
9992282,어렸을때 울면서 본영화...ㅠㅠ,긍정
3808262,이도저도 아닌... 뭘 말하겠다는 건지...,부정
7730229,평점조절좀한다 네이버 평점 진짜 기준도 없고 뭐 명작보다 이게 더높은데 정작 보면 큰재미는 없고,부정
8042582,어장관리 2번째 이야기. 여자 친구를 위해 남자들이 얼마나 참고 볼수 있는지 테스트하기 딱 좋은 시리즈. 남자들은 2번은 꾹 참을수 있다고 생각했으나 불행하게도 시리즈는 계속 되었으니...,부정
7820505,넘넘재밌게봤던기억대사들도주옥같고,긍정
9841534,보다가 졸려 죽는주 알았음,부정
2589579,여주인공 얼굴에 1점을 줄수밖에 없는 이유가 고스란히 담겨있다,부정
9441634,시청자를 저능아로 보는 느낌~ 어제봐도 오늘봐도 변화없는 스토리~작가님께서 좀더 머리를 굴려야 한듯~ 너무 뻔한 줄거리~ 나쁜놈과 착한사람사이가 밀당 하기~ 지겹당~,부정
7027409,가볍게 웃으면서 보기에 좋은영화죠..,긍정
9766793,진심 멘마가 일기장 뜯어서 편지쓴거 펼칠때 브금 씹캐리ㅠㅠ 아 언제봐도 명작이다ㅠㅠ,긍정
8865033,"단두대로 뭍히기 전에 알랭들롱 눈 질끈감는다, 얼굴만 잘생긴게 아니라 연기도 섬세해서 놀랬다",긍정
9330116,진심 핵 쓰1레기 영화.,부정
10122493,마초를 위한 마초b급 영하,부정
9048552,재밋는데? 왜다들그러지,긍정
10079803,오래전에 보고 울었는데.. 오늘 다시보고 또 울었네요 아.. 쩝...,긍정
9437236,에밀리 블런트가 이쁘다.,긍정
1871200,이런 감독 때문에 한국영화가 퇴보하고 망하는거다,부정
6775660,"글쎄.. 서로 호흡이 가파라지며 뒹굴러야 할 배드신이 너무 느린데다가, 공감대 형성까지 힘든..",부정
2729851,이정도면 괜찮은거 아닌가?,긍정
4494672,소설 앵무새 죽이기를 상상했으나 뜻밖의 큰 감동,긍정
9131336,액션영화에 체위장면은 왠말; 4가제일 나은듯,부정
9945942,영화적인 내용보다 인상적인 소소한 시대 모습,긍정
6189687,에로스. 그 이하의 사랑 이야기.,부정
7813287,음 잘 모르겠다 뭘 봐야 하는 건지 소녀 가장 이야기인가,부정
7955553,킴베싱어와 레이리요타가 거위밥으로 전락한게 좀 쓸쓸허네,부정
8618008,감동 아이와 함께인지라 보는영화마다 애니메이션마지막에 눈물 훌쩍,긍정
2840055,스타일리스트의 천재적 등장. 예술과 상업의 조화는 이런 것이다.,긍정
8568190,* 그냥그냥 에로 ~~~ 뭔 사상을 담을려고 .. 치..,부정
501222,뻔한 스토리의 스포츠 무비.,부정
4925510,드니로 띠워주기 영화~ 스릴러가 지루하네~ 역시 옛날영화.....,부정
4445169,여자가 액션물에서 설치는영화치고 잘된 영화가 없다는... 전편형제들까지는 좋았는데,부정
9271609,아침은 좀 훈훈하고 즐거워야 하는데 이 드라마는 보면 오전은 기분이 안좋음,부정
9790734,좋은배우들을 데려다가...,부정
8693591,좋아요!아이유짱짱걸,긍정
9329209,흑흑 ㅠ_ㅠ 미드 멀린 ㅋㅋ 생각하고 봐 버림. ㅠ_ㅠ 억울해.,부정
8993369,스토리도 좋고 엄청 감동적이고.. 보면서 몇번을 울었나 모르겠네요ㅠ,긍정
9278647,슬프다 슬프다 슬프다 슬프다,부정
9805718,그 전설의 군대에서 미국으로 갔던 남자의 영화?!?!,부정
3452281,친구꼬임에 넘어가서 봤던 영화 돈 아깝다는걸 느끼게 해줌.,부정
335036,많은기대를 져버리는 영화...아쉬움이 많이 남는 영화...,부정
9123505,여운이 많이남는 ... 몰입하게되는 영화,긍정
4017540,흉내는 내되 수준미달의 아류는 어디나 있는 법. 새삼스레 확인한게 유일한 소득.,부정
2160188,나에게 있어서 어이없는 영화의 표준이 될것 같다,부정
4423186,"진짜 돈아까운 다큐같아요,, 영화관에서 어떻게 이런걸 내보냄",부정
8027215,여러 인권문제를 잘 와닿게 표현했다. 누구나 한 번씩 보았으면 싶다.,긍정
32896,롱~롱~롱~테이크!! 환장할 만큼 지루한 영화!!,부정
3234096,영화100년사중에 필히 봐야할 영화,긍정
10146263,개OOO 영화네ㅐ ㅇㅇㅇㅇ,부정
10221908,제일 문제는 클라라의 가족이라고 생각된다 아이가 유치원에 가야대는데 싸우는 부모와 친구를 불러와서 야동을 보여주는 오빠 이들이 클라라를 거짓말하게 만들었다고 생각한다.,긍정
8042842,보지마세요 후회합니다,부정
7813843,로코의 정석 달달한 로맨스는 물론이고성장물까지가미한 탄탄한 작품연기도 흠잡을곳이 없다,긍정
9930030,두번다시 나오지 말아야할 도덕성없고 상습 거짓말 배우의 영화,부정
3945891,존시나의 연기에 놀랬어요ㅋㅋ,긍정
799754,보는내내 미소가 한가득..,긍정
8065206,"킬링타임용으로 딱이다. 뻔한 전개이긴 해도, 원래 로코가 다 그렇기 때문에. 보면서 지루하지도 않고 남녀주인공이 너무 매력적이었음",긍정
63859,시간낭비..쩝 알바들 글올리지바셈,부정
8170934,진흙탕 속의 보물 같은 영화다. 평범하지만 평범하지 않은 우리들의 일상을 약간의 반전과 함께 잔잔히 끌려가는 영화~ 난 이런 영화가 갈수록 좋아진다.,긍정
253290,또 보고싶다......,긍정
6291857,그럭저럭 볼만했는데 결말의 아쉬움과 높은평점때문,부정
10127161,이런식의 일본영화를 정말 좋아하는데 영화로써의 매력을 많이 보여주었던 영화. 몇번을 봐도 질리지않음,긍정
8129098,마침내 모든 난관을 넘어서는 진실의 힘.,긍정
10068030,이 애니는 정말 연출 스토리 어느 하나 좋은게 없습니다. 이런 애니 속에 카요찡이 있다는게 너무 슬퍼 ㅠㅠ 그치 카요찡?,긍정
9601368,정말 세상에서 가장 아름다운 영화가 아닐까 싶다.어렷을때 보아도 커서 보아도 감동적인 영화,긍정
10193408,개졸작 왜 찍은건지 보고 기분만 더럽네,부정
10169901,국뽕들이 만들어놓은 7점대 이건 창피한거야,부정
8596166,호기심으로 봤는데 상당한 여운을 남겨주는 영화!,긍정
8612266,이놈에 한국영화는 조폭 형사 ㅉㅉㅉ,부정
10229870,나는 행복해지고 싶다. 또한 다른 사람을 행복하게 만드는 사람이고 싶다.,긍정
9305626,아름답고 흥미로웠다.,긍정
6081792,문츠의 눈빛이 너무진하고 진짜같아서 이미 사랑에빠진 나는 감정을 주체하기가힘들다,긍정
10145149,진짜 감독 쏴죽이고싶다,부정
3864932,블레임과 맞먹는 영화,부정
9607241,"평점에 속아 본 영화! 절대 보지 마시오! 정말 시간이 아깝네..억지 긴장을 쭐쭐이처럼 늘려 놓은 영화...스킵하며 보다가 지워버림...ㅡ,ㅡ;;",부정
8090458,tv 전기세가 아깝다!,부정
5199446,영화보고잠든건처음ㅇㅇㅋ! 애들만신남,부정
9914485,신선한 소재여서 호기심을 자극했는데 역시나 너무 재미있게 잘봤습니다. 다이버전트 뒷이야기도 너무 궁금하네요.,긍정
5913193,네 명이서 본 영화. 재밌었네요. 영화관 안에 네 명밖에 없음...(게다가 주말인데.),부정
43252,"긴장도 그저그렇구, 흥미롭지도 않은 하우스 스토리.",부정
5462179,배우가 아깝다. 대중성도 없어 보임.,부정
7217682,"""진짜 이건 한마다 해야겠다.. 곽도원 소지섭이 어떻게든 살린드라마라고밖에 보여지지 않는다. 어색한 스토리에 너무나 """"싸인"""" 이라는 드라마를 표본으로 만든 듯한 내용전개는 헛웃음을 자아내게 만든다. 사이버수사대라는 주제도 조금은 무리수가 아니었나 싶다.""",부정
9141149,난 호로매니아인데 이건 지루하다지루해,부정
7026572,카메론디아즈가 너무 이쁘다,부정
10084065,남자들은 모를거야..삼십대 여자들의 사랑과 아픔 ㅠㅜ너무 공감했습니다. 쿨한것을 강요하는시대속에서 따뜻하게 살아가는 여자들의모습이 참 아름다웠습니다.,긍정
4372978,스티븐 시걸은 왜 은퇴하지 않나. 영화는 죽어 나가는데...,부정
8139639,"세 편 모두 최고! 잔잔한 감동, 탄탄한 연출력",긍정
7103590,보다가 끄고 막바로 평점 남기는거는 첨이다 정말로 쓰레기다 와 나 무슨 30년 전영화 보는 기분임 어이가 없내 ㅋㅋㅋㅋ,부정
8342243,영화를보고나면 나마저도 통증이 느껴진다 ㅠㅠ,긍정
8558629,좋았어 !! 기대이상이였어 !!! 나중에 다시 보고 싶게끔 만드는 영화야 !!!,긍정
9538552,말통하는 외국인의 변명쇼모두다 대한민국사람의 오해고 잘못이다라고 말하기전에조선족들은 스스로 자정작용을 전무하다시피하면서같은 민족이라는 장점은 취하고자신들은 외국인이다면서 책임회피에이 다큐를 보면 더 명확해졌다,부정
4465816,오늘 이거 처음 봤는데요.. 너무 울어서 눈이 팅팅 부었어요ㅠㅠ,긍정
757242,자신의 존재와 필요성을 깨달아가는 한 청년의 이야기,긍정
1328879,아... 윌리스횽.. 염색머리 넘 잘어울려..,긍정
1713908,이영화를 보며 세븐이랑 비슷하네??했는데 알고보니 내가 본게 이영화네;,긍정
9623241,의외로 재밌네요 완벽한 영화네요 오랜만에 지대로 영화밨네요,긍정
7014143,난딱내타입 중간에울엇다 ㅠ,긍정
4346082,여주인공 빼고는 볼게없는 엉성한 스토리..,부정
762573,All-MEN MOVIE//유로트립이낫다..둘 다 화장실코미디지만..,부정
9214092,"1점도 아까운 영화. 소림사라고 해서 봤는데, 낚였다.",부정
10005384,"후아. 숨막힌다, 긴장감때문에.",긍정
7313440,연기와 스토리가탄탄!! 소간지의 숨막히는 수트는 덤으로^^,긍정
9436054,이설아는 장혜진이랑이진아는 모리랑비슷하네요,부정
9083260,어른이 보기엔 좀 심심했지만 아이가 넘 좋아해서 10점예요.,긍정
2992465,2006년판 귀자모신전설. 그런데 잘나가다 갑자기 레지던트 이블?,부정
5256932,그냥 드라마 한편 본 느낌,부정
1541393,나도 조금 아팠다.,긍정
2787152,정작 모스맨은 없었다,부정
9707739,1탄에서 장동건이 왜그리 많이 찔렸는지 알려주는 영화,부정
9531250,전문가 평점보소...,긍정
7501150,이영화보면 진짜로 후회하지 않는다친구사이? 보다 훨씬 남.(동성애 혐오자는 보지마셈),긍정
4407408,스토리 꽝... 돈 아깝다. CG에만 신경쓰지 말고 스토리에 충실했으면...,부정
4593392,아나장난하나. 아담샌들러완전실망,부정
9708621,스파이더맨3가 아무리 망작이라 해도 어메이징스파이더맨보다는 100배 나음..어메이징 스파이더맨은 진부하고 어이없는 스토리전개..,긍정
6644685,이 개같은 영화 수입한 새끼 한테 악마를 선물하고 싶네요.,부정
8429024,그 시절엔 참 재미있었는데 지금보니 그 시절 만큼은 아닌듯 싶다.,긍정
4711747,무거움으로 포장해서 오히려 갑갑하다,부정
10229932,"이민, 인간소외등의 프랑스의 이면을 유쾌하게 풀어낸 뽈렌느베이커리",긍정
388985,그냥 티비용 단편드라마수준,부정
2080429,박신양씨 빨랑 컴백해요!!,긍정
65166,가슴으로 만든 영화. 이 영화를 보지 않고 원영의와 이동승을 말할수없다.,긍정
625839,케이블에서 그만 나와줬으면 - -,부정
324446,OO로 마이신이다.,부정
1048252,내용도 너무 충실하고 장나라 목소리가 매우 좋네요,긍정
1902499,쓰레기영화...뭐냐? 차라리 야동을 보는게 남는거당,부정
8679014,환장하겠네.. 그닥 섹시해 보이지도 않으면서 액션은 초딩 수준이고.. 뒤로 가기 하면서 10분만에 다 봄,부정
9297533,지루한 로맥틱 코미디의 표준을 제시하다.,부정
7235829,"6인조 음악 테러단에게는 스웨덴은, 자신의 천재성을 인정해주지 않는 바보들로 보였을 것이다. 천재적인 집안에서 음치로 태어난 아마데우스의 한계에달한 스트레스, 그리고 클래식에서 새로운 음악을 주장하는 6인조 음악 테러단의음악적인 항거. 볼만하다.",긍정
6933566,준기님너무짧게나와ㅆ다흐규,긍정
917821,"Why? Harrison, Why?",부정
9407437,"작가 천재, 감독 천재 아직 미혼이지만 오랜 결혼 생활후에 보게되면 느낄게 더욱 많을 영화.",긍정
10166562,굿 잼나요 제니퍼 샘 이쁘네요 짐은 나이가 ㅜ,긍정
9610704,"항상 드는 생각이지만 구지 죽일 필요가 있었을까.. 또 향수의 위력이 잘 이해가가지 않네요..배우들의 연기, 각본, 음악 등 모든 것이 훌륭했고아름다운 영화임에는 틀림없습니다.",긍정
7833918,재밌다!!!!!!!!!,긍정
9994845,명작 중의 명작입니다.,긍정
9449583,푸르고 청초하다. 아름답다. 지금 이 시절에는 담아낼 수 없는 감성.,긍정
3507558,관에 총까지 넣어 주는 적절한 센스~,부정
9332665,전혀 지루하지 않고 완전 몰입되는 영화,긍정
5985361,시청률이 떨어지니까 별의 별것이 다 나온다.,부정
7076753,헐~ 3편보다 재밌다..ㅋㅋㅋ,긍정
2929119,최고의 어린이드라마....정말 재밌게봤음,긍정
9332492,넘제밋어요ㅋㅋㄷㄷ오ㅢ?우,긍정
9079411,어디로 갈지 몰라 갈팡질팡 하는 미로처럼..,부정
5364712,지루하진않은데 특색없는 미국식로맨틱영화 주연배우나이 캐릭터보다 넘많음,부정
7284105,원작 책에 비하면 소재가 너무 아까울 따름..너무 허접했음..잘 만들었으면 해리포터급 판타지 영화가 나왔을텐데,부정
488057,☆너무 ~ 재밌어~! ♡,긍정
4718627,저는 멍청해서 이해 못하겠음 머리 좋은 사람만 보십쇼,부정
8557057,어린 시절 토요 명화에서 재미있게 봤던기억 나네 ㅎㅎ 지금 봐도 억수로 재미있고유쾌하고 즐겁게 잘 봤네 ㅎㅎ원조 유령 퇴치 코믹 영화기라 ㅋㅋ추억의 80년대 생각 마이 나네,긍정
9755084,위선과 가식으로 점철된 쓰레기 영화. 내가 널 죽이는데 얼마나 힘들었는지 아냐고 묻는 위선. 그들이 무슨 감정을 느끼건 상관이 없다. 필요한건 사과이지 알량한 반성이 아니다. 철저하게 가해자의 입장에서 만든 영화. 유대인의 독선이 잘 녹아있다.,부정
9539915,원죄를 지었으니 폭력으로 다 쓸어버리고 다시 하자. 노아 났네 노아 났어 할배 완전 맛이 갔구만,부정
3952825,시리즈중 최고의 졸작,부정
8018252,충분히 볼만은 하다...충분히..,긍정
9708253,옐로우 버드의 끈질긴 끈기. 감동적이었다,긍정
9228120,등장인물의 수만큼 어수선하다,부정
7581044,원래 땜빵용 드라마였지만 인기에 힘입어 50회 이상 했던 드라마 나이먹고 매회 놓치지 않고 본 드라마 마지막에 조금 억지스러웠지만 정말 가슴 따뜻한 드라마임,긍정
10034545,걍최고입니다요오요용,긍정
898166,난 재밌게 봤는데 두번이나.,긍정
1711458,전편인 화이트노이즈와 데스티네이션을 섞은 영화,부정
10144136,코난 극장판중 최악이라고 봄. 그나마 전광판터지는씬은 나름 좋아서 2점은준다,부정
